NE|Interface|Status|Protocol|Description
BUA1NA|Te0/0/0/1|down|down|Enlace 10G NN A LRI1MB Te0/1/1/1 (Linea:13002751) - UPLINK BBI
BUA1NA|Te0/0/0/2|down|down|Enlace 10G a CTM1MB Te0/1/0/0 (Linea:9005100) - UPLINK BBIP
BUA1NA|Te0/0/0/3|down|down|Enlace 10G a CTM1MB Te0/0/1/1 (Linea:13003932) - UPLINK BBIP
BUA1NA|Te0/0/0/4|up|up|Enlace 10G DWDM MET2MU_G3/1/0 (Linea:13006560) - UPLINK AGN
BUA1NA|Te0/0/0/5|up|up|Enlace 10G a CCP1MB Te0/0/1/1 (Linea:13003934) - UPLINK BBIP
BUA1NA|Te0/0/0/6|up|up|Enlace 10G FO JUD2MU_G5/1/0 (Linea:13006484) - UPLINK AGN
BUA1NA|Te0/0/0/7|up|up|Enlace 10G DWDM JUD2MU_G5/1/1 (Linea:13006485) - UPLINK AGN
BUA1NA|Te0/0/0/8|up|up|INT | FO | 10G | ACN2MU | Gi5/1/0 | 13006488 | OCORE-EDGE |
BUA1NA|Te0/0/0/9|up|up|INT | FO | 10G | ACN2MU | Gi5/1/1 | 13006489 | OCORE-EDGE |
BUA1NA|Te0/0/0/10|down|down| 
BUA1NA|Te0/0/0/11|up|up|Enlace 10G DWDM MET2MU_G6/0/0 (Linea:13005767) - UPLINK AGN
BUA1NA|Te0/0/0/12|up|up|Enlace 10G DWDM MET2MU_G8/0/1 (Linea:13005768) - UPLINK AGN
BUA1NA|Te0/0/0/13|up|up|Enlace 10G a CCP1MB Te0/1/0/0 (Linea:9005078) - UPLINK BBIP
BUA1NA|Te0/0/0/14|up|up|Enlace 10G FO BMO2MU_G5/1/0 (Linea:13006462) - UPLINK AGN
BUA1NA|Te0/0/0/15|up|up|Enlace 10G FO BMO2MU_G5/1/1 (Linea:13006463) - UPLINK AGN
BUA1NA|Te0/0/0/16|up|up|Enlace 10G TVJ2MU_Te0/4/1/0  (Linea:13006498) - UPLINK AGN
BUA1NA|Te0/0/0/17|up|up|Enlace 10G TVJ2MU_Te0/4/1/1  (Linea:13006499) - UPLINK AGN
BUA1NA|Te0/0/0/18|up|up|INT | FO | 10G | MAN2MU | Te0/4/1/0 | 13006502 | OCORE-EDGE | 
BUA1NA|Te0/0/0/19|up|up|INT | FO | 10G | MAN2MU | Te0/4/1/1 | 13006503 | OCORE-EDGE | 
BUA1NA|Te0/0/0/20|down|down|Enlace 10G a CTM1MB Te0/4/1/0 (Linea:9005175) - UPLINK BBIP
BUA1NA|Te0/0/0/21|up|up|Enlace 10G DWDM SEZ1MU_G8/0/0 (Linea:13002092) - UPLINK AGN
BUA1NA|Te0/0/0/22|up|up|Enlace 10G NN A SEZ1MU Te4/0/2 (Linea:9005112) - UPLINK BBI
BUA1NA|Te0/0/0/23|up|up|Enlace 10G NN A SEZ1MU Te4/0/1 (Linea:9005089) - UPLINK BBI
BUA1NA|Hu0/1/0/0|up|up|Enlace 100G NN A BUA1MB Hu0/3/0/1 (Linea:13002578) - UPLINK BBIP
BUA1NA|Hu0/1/0/1|up|up|Enlace 100G NN A BGN1MB Hu0/5/0/0 (Linea:13002846) - UPLINK BBIP
BUA1NA|Hu0/2/0/0|admin-down|admin-down|Enlace 100G A MUSGGC1SA 3/2 (Linea:13002310) - UPLINK BBIP
BUA1NA|Hu0/2/0/1|down|down| 
BUA1NA|Hu0/3/0/0|admin-down|admin-down|Enlace 100G NN A RES1NA Hu0/3/0/0 (Linea:13002848) (88BUA01-0/18/1) - UPLINK BBIP
BUA1NA|Hu0/3/0/1|admin-down|admin-down|Enlace 100G A MUSGGC1SA 4/2 (Linea:13003420) - UPLINK BBIP
BUA1NA|Hu0/4/0/0|down|down| 
BUA1NA|Hu0/4/0/1|up|up|Enlace 100G NN A MUS1MB Hu0/3/0/0 (Linea:13005597) - UPLINK BBIP
BUA1NA|Hu0/7/0/0|up|up|INT | FO | 100G | BUA4MU | 100Ge6/0/0 | 13006568 | OCORE-EDGE |
BUA1NA|Hu0/7/0/1|up|up|Enlace 100G DWDM CCP2MU_G6/0/0 (Linea:13007025) - UPLINK AGN
BUA1NA|Te0/10/0/0|up|up|Enlace 10G DWDM LAF2MU_G8/0/1 (Linea:9005187) - UPLINK AGN
BUA1NA|Te0/10/0/1|up|up|Enlace 10G a CCP1MB Te0/2/0/5 (Linea:13007023) - UPLINK BBIP
BUA1NA|Te0/10/0/2|admin-down|admin-down| 
BUA1NA|Te0/10/0/3|admin-down|admin-down| 
BUA1NA|Te0/10/0/4|admin-down|admin-down| 
BUA1NA|Te0/10/0/5|admin-down|admin-down| 
BUA1NA|Te0/10/0/6|admin-down|admin-down| 
BUA1NA|Te0/10/0/7|admin-down|admin-down| 
BUA1NA|Te0/10/0/8|admin-down|admin-down| 
BUA1NA|Te0/10/0/9|admin-down|admin-down| 
BUA1NA|Te0/10/0/10|up|up|Enlace 10G a CCP1MB Te0/2/0/7 (Linea:13007022) - UPLINK BBIP
BUA1NA|Te0/10/0/11|admin-down|admin-down| 
BUA1NA|Te0/10/0/12|up|up|Enlace 10G DWDM CZE1MU_G1/0/1 (Linea:70001799) - UPLINK UPE
BUA1NA|Te0/10/0/13|up|up|Enlace 10G FO TVJ2MU_G0/3/1/4 (Linea:13007297) - UPLINK AGN
BUA1NA|Te0/10/0/14|up|up|Enlace 10G DWDM LAF2MU_G8/0/0 (Linea:13007301) - UPLINK AGN
BUA1NA|Te0/10/0/15|admin-down|admin-down| 
BUA1NA|Te0/10/0/16|admin-down|admin-down| 
BUA1NA|Te0/10/0/17|up|up|Enlace 10G DWDM CHI2MU_G3/0/0 (Linea:70001805) - UPLINK AGN
BUA1NA|Te0/10/0/18|admin-down|admin-down| 
BUA1NA|Te0/10/0/19|admin-down|admin-down| 
BUA1NA|Te0/10/0/20|admin-down|admin-down| 
BUA1NA|Te0/10/0/21|admin-down|admin-down| 
BUA1NA|Te0/10/0/22|admin-down|admin-down| 
BUA1NA|Te0/10/0/23|admin-down|admin-down| 
BUA1NA|Te0/10/0/24|admin-down|admin-down| 
BUA1NA|Te0/10/0/25|admin-down|admin-down| 
BUA1NA|Te0/10/0/26|admin-down|admin-down| 
BUA1NA|Te0/10/0/27|admin-down|admin-down| 
BUA1NA|Te0/10/0/28|admin-down|admin-down| 
BUA1NA|Te0/10/0/29|admin-down|admin-down| 
BUA1NA|Te0/10/0/30|admin-down|admin-down| 
BUA1NA|Te0/10/0/31|admin-down|admin-down| 
BUA1NA|Te0/10/0/32|admin-down|admin-down| 
BUA1NA|Te0/10/0/33|admin-down|admin-down| 
BUA1NA|Te0/10/0/34|admin-down|admin-down| 
BUA1NA|Te0/10/0/35|admin-down|admin-down| 
BUA1NA|Hu0/15/0/0|up|up|TRK:ENLACE:COE1NA (100GE0/15/0/0) Linea:13002845
BUA1NA|Hu0/15/0/1|up|up|TRK:ENLACE:COE1NA (100GE0/15/0/1) Linea:13006953
BUA1NA|Hu0/15/0/2|up|up|TRK:ENLACE:COE1NA (100GE0/15/0/2) Linea:13006954
BUA1NA|Hu0/15/0/3|up|up|TRK:ENLACE:COE1NA (100GE0/15/0/3) (S8-004 88BUA01 0/20/1) Linea:15009165 
BUA1NA|Hu0/15/0/4|up|up|INT | FO | 100G | KEN2MU | 100Ge3/0/0 | 13007079 | OCORE-EDGE |
BUA1NA|Hu0/15/0/5|up|up|Enlace 10G FO UND2MU_G4/0/0 (Linea:13007090) - UPLINK AGN
BUA1NA|Hu0/15/0/6|admin-down|admin-down| 
BUA1NA|Hu0/15/0/7|admin-down|admin-down| 
BUA1NA|Hu0/16/0/0|up|up|Enlace 100G a MUSCDN01 Hu0/0/1/2 - Linea:13006585 - UPLINK BBIP
BUA1NA|Hu0/16/0/1|up|up|Enlace 100G a MUSCDN01 Hu0/0/1/3 - Linea:13006586 - UPLINK BBIP
BUA1NA|Hu0/16/0/2|up|up|Enlace 100G a MUSCDN03 Hu0/0/1/2 - Linea:13006593 - UPLINK BBIP
BUA1NA|Hu0/16/0/3|up|up|Enlace 100G a MUSCDN03 Hu0/0/1/3 - Linea:13006594 - UPLINK BBIP
BUA1NA|Hu0/16/0/4|admin-down|admin-down| 
BUA1NA|Hu0/16/0/5|up|up|Enlace 100G a BUACDN02 Hu0/0/1/0 - Linea:15007509 - UPLINK BBIP
BUA1NA|Hu0/16/0/6|admin-down|admin-down|Enlace 100G RES1NA_G0/18/0/2 (Linea:11004937) (88BUA02-0/18/1) - UPLINK BBIP 
BUA1NA|Hu0/16/0/7|up|up|Enlace 100G a CTM1MB Hu0/4/0/0 (Linea:13007034) - UPLINK BBIP
BUA1NA|Hu0/17/0/0|up|up|Enlace 100G a MUSCDN02 Hu0/0/1/2 - Linea:13006589 - UPLINK BBIP
BUA1NA|Hu0/17/0/1|up|up|Enlace 100G a MUSCDN02 Hu0/0/1/3 - Linea:13006590 - UPLINK BBIP
BUA1NA|Hu0/17/0/2|up|up|Enlace 100G a MUSCDN04 Hu0/0/1/2 - Linea:13006597 - UPLINK BBIP
BUA1NA|Hu0/17/0/3|up|up|Enlace 100G a MUSCDN04 Hu0/0/1/3 - Linea:13006598 - UPLINK BBIP
BUA1NA|Hu0/17/0/4|up|up|INT | FO | 100G | MUS4MU | 100Ge4/0/0 | 13006392 | OCORE-EDGE | 
BUA1NA|Hu0/17/0/5|up|up|Enlace 100G FO YER2MU_G0/4/0/0 (Linea:13006491) - UPLINK AGN
BUA1NA|Hu0/17/0/6|up|up|Enlace 100G VLU3MU_Hu0/5/0/0 (Linea:13006405) - UPLINK AGN
BUA1NA|Hu0/17/0/7|up|up|INT | FO | 100G | CYO2MU | 100Ge5/0/0 | 13006505 | OCORE-EDGE | 
BUA1NA|Hu0/18/0/0|up|up|TRK:ENLACE:RES1NA (100GE0/18/0/7) (88BUA01-0/18/1)  Linea:13002848
BUA1NA|Hu0/18/0/1|up|up|TRK:ENLACE:RES1NA (100GE0/18/0/3) (S8-004 88BUA01 0/16/1) Linea:11004936
BUA1NA|Hu0/18/0/2|up|up|Enlace 100G a BGN1MB Hu0/18/0/2 (Linea:13006961) - UPLINK BBIP
BUA1NA|Hu0/18/0/3|up|up|TRK:ENLACE:RES1NA (100GE0/18/0/2) (88BUA02-0/18/1) Linea:11004937
BUA1NA|Hu0/18/0/4|down|down| 
BUA1NA|Hu0/18/0/5|up|up|Enlace 100G a BUACDN02 Hu0/0/1/1 - Linea:15007525 - UPLINK BBIP
BUA1NA|Hu0/18/0/6|up|up|Enlace 100G a LRI1MB Hu0/4/0/0 (Linea:13007076) - UPLINK BBIP
BUA1NA|Hu0/18/0/7|up|up|Enlace 100G FO BUA3MU_G2/0/0 (Linea:13003762) - UPLINK AGN
BUA1NA|Hu0/19/0/0|up|up|TRK:ENLACE:MUS1NA (100GE13/0/0) Linea:13005123
BUA1NA|Hu0/19/0/1|up|up|TRK:ENLACE:MUS1NA (100GE13/0/1) Linea:15009166
BUA1NA|Hu0/19/0/2|up|up|TRK:ENLACE:MUS1NA (100GE13/0/2) Linea:15009167
BUA1NA|Hu0/19/0/3|up|up|TRK:ENLACE:MUS1NA (100GE13/0/3) Linea:15009168
BUA1NA|Hu0/19/0/4|up|up|Enlace 100G FO MUS4MU_G3/0/1 (Linea:13007299) - UPLINK AGN
BUA1NA|Hu0/19/0/5|up|up|Enlace 100G FO BUA3MU_G5/0/0 (Linea:13003760) - UPLINK AGN
BUA1NA|Hu0/19/0/6|up|up|Enlace 100G FO MUS3MU_G7/0/0 (Linea:13007344) - UPLINK AGN
BUA1NA|Hu0/19/0/7|up|up|Enlace 100G FO MUS3MU_G6/0/0 (Linea:13003763) - UPLINK AGN
CEN1NA|BE1|down|down|A COEGGC1SA Port-Channel 20 (Agrupa Hu0/1/0/0 y Hu0/4/0/0)
CEN1NA|BE1.200|admin-down|admin-down|Gestion COEGGC1SA - Peer eBGP Servicios x Plana
CEN1NA|BE30|up|up|CNX:ENLACE:ROA1.CBE1(Hu0/4/0/0+Hu0/4/0/1 ->BE30) Linea: 13007390
CEN1NA|BE100|up|up|A CENCDN01 (Agrupa Hu1/0 y Hu1/1)
CEN1NA|BE101|up|up|A CENCDN02 (Agrupa Hu1/0 y Hu1/1)
CEN1NA|BE102|up|up|A CDNGW.CEN1
CEN1NA|BE108|up|up|CNX:ENLACE:COE1NA (Hu0/6/0/0 + Hu0/6/0/1 + Hu0/6/0/2 + Hu0/6/0/3)
CEN1NA|BE109|up|up|CNX:ENLACE:IC1.SLO1 (Hu0/2/0/0 + Hu0/2/0/1 + Hu0/2/0/2 + Hu0/2/0/3 + Hu0/2/0/4 + Hu0/2/0/5 + Hu0/2/0/6 + Hu0/2/0/7)
CEN1NA|BE110|up|up|CNX:ENLACE:ROA1.CBO1 (Hu-0/6/0/4)
CEN1NA|BE116|up|up|CNX:ENLACE:MUS1NA (Hu0/17/0/0 + Hu0/17/0/1 + Hu0/17/0/2 + Hu0/17/0/3)
CEN1NA|BE200|up|up|A COECDN01 (Agrupa Hu0/0/1/2 y Hu0/0/1/3)
CEN1NA|BE201|up|up|A COECDN02 (Agrupa Hu0/0/1/2 y Hu0/0/1/3)
CEN1NA|Lo0|up|up| 
CEN1NA|Lo1|admin-down|admin-down| 
CEN1NA|Lo5|up|up|AREA 5 - OSPF
CEN1NA|Lo9|up|up|AREA 9 - OSPF
CEN1NA|Lo19|up|up|AREA 19 - OSPF
CEN1NA|Lo23|up|up| 
CEN1NA|Lo28|up|up| 
CEN1NA|Lo30|up|up| 
CEN1NA|Lo31|up|up|AREA 31 - OSPF
CEN1NA|Lo36|up|up|AREA 36 - OSPF
CEN1NA|Lo40|up|up|AREA 40 - OSPF
CEN1NA|Lo42|up|up|OSPF - AREA 42
CEN1NA|Lo47|up|up|Loopback Area 47
CEN1NA|Lo60|up|up|Loopback Area 60
CEN1NA|Lo70|up|up|AREA70 - OSPF
CEN1NA|Lo77|up|up|AREA 77 - OSPF
CEN1NA|Lo78|up|up|AREA 78 - OSPF
CEN1NA|Lo80|up|up| 
CEN1NA|Lo85|up|up|AREA 85 - OSPF
CEN1NA|Lo86|up|up|AREA 86 - OSPF
CEN1NA|Lo96|up|up|AREA 96 - OSPF
CEN1NA|Lo97|up|up|AREA 97 - OSPF
CEN1NA|Lo99|up|up|AREA 99 - OSPF
CEN1NA|Lo100|up|up|AREA 100 - OSPF
CEN1NA|Lo160|up|up|AREA160 - OSPF
CEN1NA|Nu0|up|up| 
CEN1NA|Mg0/RP0/CPU0/0|admin-down|admin-down| 
CEN1NA|Mg0/RP0/CPU0/1|admin-down|admin-down| 
CEN1NA|PT0/RP0/CPU0/0|admin-down|admin-down| 
CEN1NA|Mg0/RP1/CPU0/0|admin-down|admin-down| 
CEN1NA|Mg0/RP1/CPU0/1|admin-down|admin-down| 
CEN1NA|PT0/RP1/CPU0/0|admin-down|admin-down| 
CEN1NA|Hu0/0/0/0|admin-down|admin-down|Enlace 100G NN A BCEN Hu0/2/0/0 (Linea:13001451) - UPLINK BBIP
CEN1NA|Hu0/0/0/1|up|up|Enlace 100G NN A CEN1MB Hu0/4/0/0 (Linea:13002758) - UPLINK BBIP
CEN1NA|Hu0/0/0/2|up|up|Enlace 100G NN A CEN2MB Hu0/3/0/0 (Linea:13002260) - UPLINK BBIP
CEN1NA|Hu0/0/0/3|admin-down|admin-down|Enlace 100G NN A MUN1NA Hu0/13/0/1 (Linea:15003454) - UPLINK BBIP - Dado de Baja
CEN1NA|Hu0/2/0/0|up|up|TRK:ENLACE:IC1.SLO1 (100GE3/0/0) (S2-006 88CEN01 0/29/1) Linea:15009134
CEN1NA|Hu0/2/0/1|up|up|TRK:ENLACE:IC1.SLO1 (100GE3/0/1) (S2-007 88CEN03 6/12/1) Linea:15009135
CEN1NA|Hu0/2/0/2|up|up|TRK:ENLACE:IC1.SLO1 (100GE3/0/2) (S2-007 88CEN01 0/12/1) Linea:15009136
CEN1NA|Hu0/2/0/3|up|up|TRK:ENLACE:IC1.SLO1 (100GE3/0/3) (S2-003 88CEN03 6/18/1) Linea:15005388
CEN1NA|Hu0/2/0/4|up|up|TRK:ENLACE:IC1.SLO1 (100GE3/0/4) (S2-004 88CEN01 0/16/1) Linea:13006871
CEN1NA|Hu0/2/0/5|up|up|TRK:ENLACE:IC1.SLO1 (100GE3/0/5) (S2-001 88CEN03 6/1/1) Linea:15003454
CEN1NA|Hu0/2/0/6|up|up|TRK:ENLACE:IC1.SLO1 (100GE3/0/6) (S2-002 88CEN01 0/1/1) Linea:15003700
CEN1NA|Hu0/2/0/7|up|up|TRK:ENLACE:IC1.SLO1 (100GE3/0/7) (S2-005 88CEN03 6/16/1) Linea:13006870
CEN1NA|Hu0/3/0/0|up|up|ENLACE 100G a CDNGW.CEN Hu0/0/0/6
CEN1NA|Hu0/3/0/1|down|down| 
CEN1NA|Hu0/3/0/2|admin-down|admin-down| 
CEN1NA|Hu0/3/0/3|admin-down|admin-down| 
CEN1NA|Hu0/3/0/4|admin-down|admin-down| 
CEN1NA|Hu0/3/0/5|admin-down|admin-down| 
CEN1NA|Hu0/3/0/6|admin-down|admin-down| 
CEN1NA|Hu0/3/0/7|admin-down|admin-down| 
CEN1NA|Hu0/4/0/0|up|up|TRK:ENLACE:ROA1.CBE1 (Hu0/5/0/1)
CEN1NA|Hu0/4/0/1|up|up|TRK:ENLACE:ROA1.CBE1 (Hu0/5/0/0)
CEN1NA|Hu0/4/0/2|up|up|Enlace 100G NN A COE1MB Hu0/4/0/0 (Linea:13001613) - UPLINK BBIP
CEN1NA|Hu0/4/0/3|up|up|Enlace 100G NN A COE2MB Hu0/4/0/0 (Linea:13002262) - UPLINK BBIP
CEN1NA|Hu0/5/0/0|up|up|Enlace 100G FO AVN3MU_G5/0/0 (Linea:13006580) - UPLINK AGN
CEN1NA|Hu0/5/0/1|up|up|Enlace 100G FO ACD4MU_G2/0/0 (Linea:13005250) - UPLINK AGN
CEN1NA|Hu0/5/0/2|admin-down|admin-down|Enlace 100G NN A MUN1NA Hu0/14/0/1 (Linea:15003700) - UPLINK BBIP - Dado de Baja
CEN1NA|Hu0/5/0/3|down|down| 
CEN1NA|Hu0/6/0/0|up|up|TRK:ENLACE:COE1NA(Hu0/6/0/0) Linea:13002874
CEN1NA|Hu0/6/0/1|up|up|TRK:ENLACE:COE1NA(Hu0/6/0/1) Linea:65988021
CEN1NA|Hu0/6/0/2|up|up|TRK:ENLACE:COE1NA(Hu0/6/0/2) Linea:65988073
CEN1NA|Hu0/6/0/3|up|up|TRK:ENLACE:COE1NA(Hu0/6/0/3) Linea:65988074
CEN1NA|Hu0/6/0/4|up|up|TRK:ENLACE:ROA1.CBO1 (et-7/1/0) Linea: 13007366
CEN1NA|Hu0/6/0/5|admin-down|admin-down| 
CEN1NA|Hu0/6/0/6|admin-down|admin-down| 
CEN1NA|Hu0/6/0/7|admin-down|admin-down| 
CEN1NA|Te0/10/0/0|up|up|TRK:ENLACE:RCR1MU(Gi7/0/0) Linea:13004949 FO
CEN1NA|Te0/10/0/1|up|up|TRK:ENLACE:RCR1MU(Gi7/0/1) Linea:13004950 FO
CEN1NA|Te0/10/0/2|up|up|TRK:ENLACE:TIR3MU(Gi8/0/0) Linea:11002587 DWDM
CEN1NA|Te0/10/0/3|up|up|TRK:ENLACE:VMI3MU(Gi2/0/9) Linea:13005773 DWDM
CEN1NA|Te0/10/0/4|up|up|TRK:ENLACE:RUF2MU(Gi7/0/0) Linea:11003291 DWDM
CEN1NA|Te0/10/0/5|up|up|TRK:ENLACE:CSL3MU(Gi8/0/0) Linea:11002589 DWDM
CEN1NA|Te0/10/0/6|up|up|TRK:ENLACE:VMI3MU(Gi2/0/10)Linea:13005774 DWDM
CEN1NA|Te0/10/0/7|up|up|TRK:ENLACE:RIT3MU(Gi2/0/0) Linea:13002279 DWDM
CEN1NA|Te0/10/0/8|up|up|TRK:ENLACE:RIT3MU(Gi3/0/0) Linea:13005757 DWDM
CEN1NA|Te0/10/0/9|up|up|TRK:ENLACE:JUG2MU(Gi8/0/0) REFE761859 DWDM
CEN1NA|Te0/10/0/10|up|up|TRK:ENLACE:MJU2MU(Gi6/0/0) Linea:13005113 DWDM
CEN1NA|Te0/10/0/11|up|up|TRK:ENLACE:RCU3MU(Gi1/0/0) Linea:13007027 DWDM
CEN1NA|Te0/10/0/12|admin-down|admin-down| 
CEN1NA|Te0/10/0/13|up|up|TRK:ENLACE:BEV2MU(Gi1/0/0) Linea:13003400 DWDM
CEN1NA|Te0/10/0/14|up|up|TRK:ENLACE:VDO2MU(Gi4/1/0) Linea:13006522 DWDM
CEN1NA|Te0/10/0/15|admin-down|admin-down| 
CEN1NA|Te0/10/0/16|admin-down|admin-down|Enlace 10G DWDM MEZ3MU_G4/0/5 (Linea:13007064) - UPLINK AGN
CEN1NA|Te0/10/0/17|admin-down|admin-down|Enlace 10G NN A SDE1MB Te0/0/1/2 (Linea:13002752) - UPLINK BBIP
CEN1NA|Te0/10/0/18|up|up|TRK:ENLACE:VMI3MU(Gi2/0/7) Linea:13001944 DWDM
CEN1NA|Te0/10/0/19|up|up|TRK:ENLACE:VMI3MU(Gi2/0/8) Linea:13005775 DWDM
CEN1NA|Te0/10/1/0|up|up|TRK:ENLACE:ROA1.CBO1 (xe-4/0/0) Linea: 13007366
CEN1NA|Te0/10/1/1|up|up|TRK:ENLACE:ROA1.CBO1 (xe-4/0/0) Linea: 13007366
CEN1NA|Te0/10/1/2|admin-down|admin-down| 
CEN1NA|Te0/10/1/3|admin-down|admin-down| 
CEN1NA|Te0/10/1/4|admin-down|admin-down| 
CEN1NA|Te0/10/1/5|admin-down|admin-down| 
CEN1NA|Te0/10/1/6|admin-down|admin-down| 
CEN1NA|Te0/10/1/7|admin-down|admin-down| 
CEN1NA|Te0/10/1/8|admin-down|admin-down| 
CEN1NA|Te0/10/1/9|admin-down|admin-down| 
CEN1NA|Te0/10/1/10|admin-down|admin-down| 
CEN1NA|Te0/10/1/11|admin-down|admin-down| 
CEN1NA|Te0/10/1/12|admin-down|admin-down| 
CEN1NA|Te0/10/1/13|admin-down|admin-down| 
CEN1NA|Te0/10/1/14|admin-down|admin-down| 
CEN1NA|Te0/10/1/15|admin-down|admin-down| 
CEN1NA|Te0/10/1/16|admin-down|admin-down| 
CEN1NA|Te0/10/1/17|admin-down|admin-down| 
CEN1NA|Te0/10/1/18|admin-down|admin-down| 
CEN1NA|Te0/10/1/19|admin-down|admin-down| 
CEN1NA|Te0/11/0/0|admin-down|admin-down| 
CEN1NA|Te0/11/0/1|up|up|Enlace 10G FO TRJ3MU_G0/4/1/0 (Linea:13006492) - UPLINK AGN
CEN1NA|Te0/11/0/2|up|up|Enlace 10G FO TRJ3MU_G0/4/1/1  (Linea:13006493) - UPLINK AGN
CEN1NA|Te0/11/0/3|up|up|Enlace 10G DWDM VDO2MU_G4/1/1  (Linea:13006523) - UPLINK AGN
CEN1NA|Te0/11/0/4|up|up|Enlace 10G LAC2MU_Te0/3/1/1  (Linea:13006519) - UPLINK AGN
CEN1NA|Te0/11/0/5|up|up|Enlace 10G DWDM ALG3MU_G3/1/0 (Linea:13006529) - UPLINK AGN
CEN1NA|Te0/11/0/6|up|up|Enlace 10G FO ALG3MU_G3/1/1 (Linea:13006530) - UPLINK AGN
CEN1NA|Te0/11/0/7|up|up|Enlace 10G DWDM SLV2MU_G2/0/1 (Linea:13006533) - UPLINK AGN
CEN1NA|Te0/11/0/8|admin-down|admin-down|Ex SLV2MU 2/0/6 migrada por falla (no reconoce SFP)
CEN1NA|Te0/11/0/9|up|up|Enlace 10G DWDM SLV2MU_G2/0/5 (Linea:13006535) - UPLINK AGN
CEN1NA|Te0/11/0/10|up|up|Enlace 10G DWDM SLV2MU_G2/0/6 (Linea:13006534) - UPLINK AGN
CEN1NA|Te0/11/0/11|up|up|Enlace 10G DEF1MU_Te0/3/1/0  (Linea:13006515) - UPLINK AGN
CEN1NA|Te0/11/0/12|up|up|Enlace 10G DWDM ALG3MU_G1/1/0 (Linea:13002096) - UPLINK AGN
CEN1NA|Te0/11/0/13|up|up|Enlace 10G FO RCU3MU_G7/0/1 (Linea:13007026) - UPLINK AGN
CEN1NA|Te0/11/0/14|up|up|Enlace 10G A RUF2MU_G8/0/0 (Linea:11001958) - UPLINK AGN
CEN1NA|Te0/11/0/15|up|up|Enlace 10G DWDM SLV2MU_G1/0/0 (Linea:15004046) - UPLINK AGN
CEN1NA|Te0/11/0/16|up|up|Enlace 10G DWDM CSL3MU_G5/1/1 (Linea:11005357) - UPLINK AGN
CEN1NA|Te0/11/0/17|up|up|Enlace 10G DWDM JES1MU_2/0/1 (Linea:13005096) - UPLINK AGN
CEN1NA|Te0/11/0/18|admin-down|admin-down| 
CEN1NA|Te0/11/0/19|admin-down|admin-down| 
CEN1NA|Te0/11/1/0|admin-down|admin-down|Enlace 10G DWDM MEZ3MU_G4/0/10 (Linea:13007065) - UPLINK AGN
CEN1NA|Te0/11/1/1|admin-down|admin-down| 
CEN1NA|Te0/11/1/2|down|down| 
CEN1NA|Te0/11/1/3|up|up|Enlace 10G DWDM RUF2MU_G5/0/8 (Linea:15008857) - UPLINK AGN
CEN1NA|Te0/11/1/4|up|up|Enlace 10G DWDM RUF2MU_G6/0/8 (Linea:15008904) - UPLINK AGN
CEN1NA|Te0/11/1/5|up|up|Enlace 10G DWDM ALG3MU_G7/0/1 (Linea:15008832) - UPLINK AGN
CEN1NA|Te0/11/1/6|admin-down|admin-down| 
CEN1NA|Te0/11/1/7|admin-down|admin-down| 
CEN1NA|Te0/11/1/8|admin-down|admin-down| 
CEN1NA|Te0/11/1/9|admin-down|admin-down| 
CEN1NA|Te0/11/1/10|admin-down|admin-down| 
CEN1NA|Te0/11/1/11|admin-down|admin-down| 
CEN1NA|Te0/11/1/12|admin-down|admin-down| 
CEN1NA|Te0/11/1/13|admin-down|admin-down| 
CEN1NA|Te0/11/1/14|admin-down|admin-down| 
CEN1NA|Te0/11/1/15|admin-down|admin-down| 
CEN1NA|Te0/11/1/16|admin-down|admin-down| 
CEN1NA|Te0/11/1/17|admin-down|admin-down| 
CEN1NA|Te0/11/1/18|admin-down|admin-down| 
CEN1NA|Te0/11/1/19|down|down| 
CEN1NA|Hu0/13/0/0|up|up|ENLACE 100G a CENCDN01 1/0 - Linea: 13005937
CEN1NA|Hu0/13/0/1|up|up|ENLACE 100G a CENCDN01 1/1 - Linea: 13005938
CEN1NA|Hu0/13/0/2|up|up|ENLACE 100G a COECDN01 HU0/0/1/2 - Linea: 13005947
CEN1NA|Hu0/13/0/3|up|up|ENLACE 100G a COECDN01 HU0/0/1/3 - Linea: 13005948
CEN1NA|Hu0/13/0/4|up|up|Enlace 100G FO CDR3MU_G4/0/0 (Linea:13006506) - UPLINK AGN
CEN1NA|Hu0/13/0/5|up|up|Enlace 100G FO CEN4MU_G10/0/0 (Linea:13006574) - UPLINK AGN
CEN1NA|Hu0/13/0/6|up|up|Enlace 100G DWDM MEZ5MU_G3/0/0  (Linea:13006402) - UPLINK AGN
CEN1NA|Hu0/13/0/7|up|up|Enlace 100G DWDM CNG1MU_G3/0/0 (Linea:11004927) - UPLINK AGN
CEN1NA|Hu0/14/0/0|up|up|ENLACE 100G a CENCDN02 1/0 - Linea: 13005941
CEN1NA|Hu0/14/0/1|up|up|ENLACE 100G a CENCDN02 1/1 - Linea: 13005942
CEN1NA|Hu0/14/0/2|up|up|ENLACE 100G a COECDN02 HU0/0/1/2 - Linea: 13005951
CEN1NA|Hu0/14/0/3|up|up|ENLACE 100G a COECDN02 HU0/0/1/3 - Linea: 13005952
CEN1NA|Hu0/14/0/4|up|up|Enlace 100G VMI4MU_Hu0/4/0/0 (Linea:13006513) - UPLINK AGN
